"Location","Site","Section","sample","min_depth","max_depth","midpoint","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","Ln_inc_coh","coh_inc","Ln_coh_inc","Total_scatter","kcps_sd","cps_sd","MSE_sd","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","inc_coh_sd","Ln_inc_coh_sd","coh_inc_sd","Ln_coh_inc_sd","Total_scatter_sd","Water_Content_pc","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd"
"Bird Island","BI10","BI10.10",396,386.7,387.8,387.2,387.2,0.55,4691,5220,4994,4984,264,0.09129,0.00497,23446.75,69295.5,1.3675,18.25,267.666666666667,61.3333333333333,45.9166666666667,19068,142.416666666667,214.583333333333,124.25,17.25,53.75,380.25,816.583333333333,39020.1666666667,5956.16666666667,6.55290585240684,1.87914907552011,0.152836780571885,-1.87914907552011,44976.3333333333,363.117843381206,7104.21330172199,0.0885360737984036,9.57387543835259,36.7431708765126,20.4153833857677,13.9964822420319,8752.07126653716,78.9550600984605,41.714306099147,31.2588169380039,25.6625833036774,61.4212355933856,122.655559856194,107.944816148499,1720.34583380168,174.018720692675,0.265900240801478,0.0407753068106501,0.00626104967345454,0.0407753068106506,1804.33696375923,80.3,19.7,0.98,82.99,4.15,41.5,4.15,4.9738,19.9348,0.9057,0.2222,0.9016,0.0203,0.0834,411.2,1529.984744,25.92577122,4192.532888,754.6559198,7585.017065,986.0522185,1453.514493,203.492029,274.0987451,32.89184941,20119.39045,3621.490281,2.860665218,0.200246565,5.370449412,2.900042682,19.4548787,2.723683018,47.14281535,4.242853382,5.442980062,0.045398161,20.02750394,3.20440063,151.7312933,3.034625866,23.6965254,1.18482627,1.683004451,0.00603126,1.28523096,0.007747074
"Bird Island","BI10","BI10.10",403,395.3,396.4,395.8,395.8,0.525,4812,5285,5088,5077,237,0.09266,0.00444,19495.6666666667,56634.4166666667,1.33166666666667,7.75,178.916666666667,33.25,36.1666666666667,16247.25,250.666666666667,162,142.416666666667,0.545454545454546,37.5833333333333,295.25,603.333333333333,31109,5164.08333333333,6.02611938551482,1.79587420532948,0.16602044497674,-1.79587420532948,36273.0833333333,447.550369604733,2259.83545090157,0.0924252359608794,5.97152333237432,30.1042380988982,26.4991423531884,21.8167297496599,1764.02319738406,67.6842043253189,41.7829891441264,48.0727825722875,1.80906806746658,64.04183055321,71.1095505668414,90.765765806411,896.380803818637,168.604679290902,0.134481036860709,0.0223750423601175,0.0037249562184756,0.0223750423601177,1028.03408665926,77.71,22.29,1.11,78.71,3.94,39.36,3.94,3.9894,16.2527,1.076,0.3086,1.2728,0.0286,0.1193,417.2,3049.762594,32.38070392,2645.007056,476.1012701,7317.516566,951.2771536,1096.289357,153.48051,78.69369569,9.443243483,51021.42539,9183.85657,7.991640436,0.559414831,10.48748493,5.663241862,71.22393581,9.971351013,61.90931635,5.571838472,10.25687008,0.232367414,10.62373635,1.699797816,121.4529542,2.429059084,19.25420696,0.962710348,5.804511688,0.123140897,1.176556743,0.015856583
"Bird Island","BI10","BI10.10",410,403.6,404.6,404.1,404.1,0.5,4964,5400,5194,5184,218,0.06708,0.00291,22152.5454545455,63256,1.37181818181818,15.5454545454545,263.818181818182,55.4545454545455,49.6363636363636,17395.0909090909,142.454545454545,206.727272727273,171.727272727273,90,14.7272727272727,468.545454545455,649.545454545455,35577,5707.90909090909,6.23196237108261,1.82899318720737,0.16068896724785,-1.82899318720737,41284.9090909091,826.892540011864,5937.45479140684,0.082561272012752,13.9525168794998,35.9772655487272,45.242377559902,26.945399337448,6061.01469152724,71.8893088523789,35.389520791022,30.6205516249819,75.9196944145589,19.2566399410225,152.377402285486,96.4337737894392,1739.51849659611,133.031165179784,0.242405462700237,0.0393372776867832,0.00639107784233215,0.039337277686784,1825.55999378522,81.46,18.54,0.93,80.77,4.04,40.39,4.04,3.9741,16.4725,1.0007,0.2278,0.9555,0.0153,0.0648,423.8,4735.07879,29.00454409,1279.071246,230.2328243,7179.414733,933.3239153,439.7704209,61.56785893,60.23512043,7.228214452,34088.22199,6135.879958,18.03152781,1.262206947,13.21962289,7.138596361,87.44578681,12.24241015,97.22108231,8.749897408,10.42234441,0.129991788,4.89161886,0.782659018,127.9383347,2.558766694,10.69155001,0.534577501,7.064103822,0.043039341,0.712875407,0.000529873
"Bird Island","BI10","BI10.11",422,412.9,413.9,413.4,413.4,0.5,5159,5627,5402,5402,234,0.02602,0.00116,22791.6363636364,68452.7272727273,1.42727272727273,36.1818181818182,376.818181818182,113.909090909091,60.9090909090909,20904.1818181818,281,215.090909090909,199.909090909091,67.6363636363636,49.6363636363636,643.272727272727,756.272727272727,36062.2727272727,5889,6.12584447253961,1.81226384377456,0.16332561937701,-1.81226384377456,41951.2727272727,383.807835440412,3473.59563250846,0.0603474786699343,12.9059535239995,49.6222091040256,64.9560690704949,25.7155771681467,4041.78046950058,46.357307945997,36.1785973897677,39.2287000688387,35.0749846108953,60.95616905166,123.258339197874,70.6697826642914,769.099355208297,155.001935471787,0.143999417279666,0.0236207274668319,0.00387718989009219,0.0236207274668314,859.734969733009,71.76,28.24,1.41,72.3,3.61,36.15,3.62,4.0629,17.3302,0.8526,0.3355,1.4479,0.0087,0.0381,436,5919.405954,68.86079287,2999.419337,539.8954807,9461.06745,1229.938769,2545.357841,356.3500977,321.8666456,38.62399747,28823.89617,5188.301311,10.38688508,0.727081956,11.44865692,6.182274737,55.06983208,7.709776491,72.67126101,6.540413491,5.803672169,0.111394115,11.2517643,1.800282288,230.1968823,4.603937646,30.86414748,1.543207374,8.029088504,0.030559369,1.531836996,0.001421073
"Bird Island","BI10","BI10.11",424,415.2,416.2,415.7,415.7,0.5,5209,5782,5484,5491,287,0.02602,0.00139,22334.6363636364,64506,1.38636363636364,19.6363636363636,308.545454545455,62.7272727272727,45.5454545454545,16910,279.181818181818,205.363636363636,174,114.636363636364,41.9090909090909,524.818181818182,789.818181818182,36449.0909090909,5809.72727272727,6.27409731739256,1.8363199614751,0.15942048284918,-1.8363199614751,42258.8181818182,291.905215002155,2806.30115989001,0.0752692137959109,4.20173124492101,30.5298661522242,19.5350500848649,16.7652237465751,3384.10194881892,74.080791277926,37.4440188208283,42.8649040591484,62.6103389661368,56.5834861871457,128.479428845102,91.2576771365765,826.601047004594,112.280088091425,0.0973279021437746,0.015542278369311,0.00248254336941579,0.0155422783693111,912.428936211672,82.02,17.98,0.9,76.44,3.82,38.22,3.82,4.5216,19.3886,0.8476,0.1858,0.8061,0.0048,0.0212,439.1,4906.390605,12.8149241,1873.201141,337.1762054,8311.822141,1080.536878,713.4399266,99.88158972,107.9334325,12.9520119,30935.30845,5568.355521,11.60935571,0.8126549,13.02193372,7.031844209,79.709217,11.15929038,70.91847569,6.382662812,7.78759488,0.032605693,7.62089899,1.219343838,147.1050077,2.942100154,14.88976145,0.744488073,8.426327912,0.091387716,0.982574616,0.014120026
"Bird Island","BI10","BI10.11",427,418.8,419.8,419.3,419.3,0.5,5262,6053,5615,5629,395,0.02434,0.00174,21627.6363636364,57432.4545454545,1.31454545454545,30.1818181818182,309.818181818182,81.8181818181818,63.2727272727273,8806,117.909090909091,205.363636363636,167.545454545455,29.7272727272727,34.1818181818182,806.727272727273,809.818181818182,37563.0909090909,5796.90909090909,6.47761426817617,1.86784348949961,0.154534673738992,-1.86784348949961,43360,415.412150214043,2641.85050158545,0.0858328184744782,12.6634764722661,26.232873200693,20.6630984211864,21.3733053554704,4644.07006837752,86.3891828245349,30.5852014126856,48.2459607353064,58.6806457174611,54.2472454265066,122.680960958978,104.853057353439,1990.72386103877,177.000821775185,0.217133810429072,0.0334242300616492,0.00514840335845897,0.0334242300616494,2136.78342374701,77.55,22.45,1.12,70.09,3.5,35.05,3.51,3.9741,17.1481,0.974,0.2819,1.2305,0.0069,0.0304,443.6,4743.51956,104.9738041,2896.949952,521.4509914,4039.228505,525.0997057,623.497368,87.28963152,98.07001331,11.7684016,34349.06054,6182.830897,11.06017577,0.774212304,10.69111482,5.773202003,49.32777324,6.905888254,61.6011836,5.544106524,6.365283876,0.032078895,14.21907028,2.275051245,90.62519465,1.812503893,13.96627653,0.698313827,7.269837559,0.088140895,1.058348396,0.006936541
"Bird Island","BI10","BI10.11",439,433.3,434.3,433.8,433.8,0.5,5915,6357,6209,6189,221,0.04186,0.00154,23473.1818181818,71284.8181818182,1.41818181818182,61.4545454545455,367.818181818182,172.090909090909,58.8181818181818,21753.9090909091,230.363636363636,215.636363636364,183.454545454545,68.8181818181818,59,508.454545454545,780.181818181818,37237.7272727273,6080.90909090909,6.12438736683727,1.81182478080843,0.163429551534534,-1.81182478080843,43318.6363636364,325.152216102495,3498.3092149832,0.0663050800192838,13.04119347578,29.0269467282323,38.2895665826986,20.3755646882151,4408.29378455079,50.2260345384199,38.476675343051,63.1306005616351,63.1946487953184,52.7768888814034,87.7922133635593,99.5879693354756,1323.97697041218,137.350977095509,0.194090146155283,0.0315601123360948,0.00513782704717155,0.0315601123360947,1394.71504420991,75.06,24.94,1.25,76.93,3.85,38.47,3.85,2.6145,11.5733,0.947,0.3147,1.4085,0.0132,0.0594,451.3,2573.483787,20.83881079,3339.764406,601.1575931,5046.388886,656.0305552,1578.677596,221.0148634,53.48002201,6.417602641,29282.54803,5270.858645,14.40052097,1.008036468,10.27959403,5.550980776,49.65090616,6.951126862,63.26427197,5.693784477,6.296183095,0.09037256,15.34553868,2.455286189,90.09213851,1.80184277,36.05342738,1.802671369,4.229160877,0.066063666,1.396057162,0.016028184
"Bird Island","BI10","BI10.11",443,438.2,439.3,438.7,438.7,0.55,6060,6458,6321,6306,199,0.04185,0.00137,21705.5833333333,62291.0833333333,1.38666666666667,27.8333333333333,320.083333333333,105.166666666667,46.8333333333333,16872.6666666667,132.166666666667,189.833333333333,151,13.6666666666667,31.5833333333333,401.333333333333,635,34770.3333333333,5511.41666666667,6.3102346307188,1.84195601907516,0.158541357994711,-1.84195601907516,40281.75,324.545684788985,3058.90795898065,0.0531436019125766,8.78876693526596,31.878913901122,35.547237031956,23.5905733613058,3497.04977824382,52.7650596053062,30.7092918521513,44.3641952274784,24.1823877809425,39.243895491316,111.519532193271,115.150494413339,839.410543539966,135.135257719027,0.137448621488775,0.0217361100039196,0.00343882052737923,0.0217361100039199,927.116558818989,80.03,19.97,1,81.52,4.08,40.76,4.08,4.1793,18.6984,1.0304,0.2572,1.1634,0.0108,0.049,455.7,3322.188553,52.99097299,1374.155784,247.3480411,5399.551536,701.9416997,564.5866399,79.04212959,46.9486511,5.633838132,32219.65007,5799.537013,8.58191768,0.600734238,10.7534478,5.806861812,67.64965696,9.470951974,53.82896824,4.844607142,6.546600461,0.21306347,5.803580829,0.928572933,91.69283278,1.833856656,11.59992701,0.579996351,5.623923907,0.078821248,0.82113265,0.010596606
"Bird Island","BI10","BI10.11",449,445.8,446.8,446.3,446.3,0.525,6176,6580,6410,6403,202,0.09592,0.00314,24876.8181818182,74235.3636363636,1.41545454545455,48.1818181818182,365.363636363636,122,68.6363636363636,20380.3636363636,134.818181818182,218.545454545455,172,6.27272727272727,50.8181818181818,388.090909090909,883.545454545455,41371.8181818182,6320.18181818182,6.5499803042245,1.87902362079997,0.152804349991609,-1.87902362079997,47692,436.193951856698,4361.95679191638,0.0918001782529464,14.9453550096221,40.2772211734442,27.5390631648936,28.2852354675464,4768.46076365796,83.3760375429514,26.2654283664426,41.0487515035476,11.8835256476427,52.6475415984796,76.5577619127604,124.310388653856,830.727851727847,176.964300457362,0.206227680159668,0.0308468500362254,0.00461923423969012,0.0308468500362262,885.356764248176,80.05,19.95,1,86.26,4.31,43.13,4.31,4.1728,18.9235,0.9091,0.2265,1.0387,0.0217,0.1003,461.8,1212.319435,3.81968698,959.6082071,172.7294773,7612.230803,989.5900044,383.0841407,53.6317797,68.97052291,8.276462749,16700.79088,3006.142358,1.309662683,0.091676388,2.705794836,1.461129211,30.41424683,4.257994556,18.55755468,1.670179921,4.507341527,0.065271547,4.177557871,0.668409259,107.4610267,2.149220534,9.694411847,0.484720592,3.151085499,0.027796954,0.586841167,0.002855282
"Bird Island","BI10","BI10.12",461,452.4,453.6,453,453,0.6,6271,6663,6472,6471,196,0.09957,0.00314,16602.5384615385,58318.2307692308,1.34923076923077,54.0769230769231,378.230769230769,331.076923076923,147.153846153846,28176.4615384615,233.692307692308,122.692307692308,115.692307692308,18.6923076923077,138.615384615385,1027.38461538462,552.384615384615,20744.5384615385,4311.46153846154,4.79991788840741,1.56041941321082,0.211779540584029,-1.56041941321082,25056,1663.48051864079,4952.95001579608,0.0675106829153157,13.3881884414431,80.8807289018361,160.124150551201,78.7854112487904,2872.32326451906,62.331619337466,19.0673569894756,31.6053387246116,27.0690001520331,74.0557655436524,360.741721656353,90.3627305747402,3518.18657396545,324.087080732071,0.637304859061872,0.133356934381694,0.028275020566831,0.133356934381695,3731.19096268202,43.16,56.84,2.84,13.35,0.67,6.68,0.67,4.4562,20.7372,0.5872,0.7734,3.6377,0.077,0.3646,473.5,4684.658687,40.98930044,6631.161901,1193.609142,11154.85179,1450.130733,3810.984322,533.5378051,355.0818916,42.60982699,37075.7818,6673.640724,5.309682165,0.371677752,5.648759577,3.050330172,28.74922169,4.024891037,50.41642497,4.537478247,7.998732079,0.0894333,25.0506238,4.008099808,263.6699608,5.273399216,61.68487759,3.08424388,10.60472176,0.047124627,2.599471014,0.035744714
"Bird Island","BI10","BI10.12",465,457.6,458.7,458.1,458.1,0.55,6333,6707,6522,6522,187,0.09957,0.00297,20723.5833333333,52309.4166666667,1.34166666666667,30.8333333333333,259,157.083333333333,67.1666666666667,5935.08333333333,59.5,183.916666666667,122.583333333333,8.25,136.916666666667,937.25,796.583333333333,35060.6666666667,5630.16666666667,6.23235880234969,1.82864355194932,0.160807435077952,-1.82864355194932,40690.8333333333,337.057982153417,2762.88671364286,0.0866375242378301,14.6028224752075,37.9521229493639,43.5189787926086,17.5594229214212,3463.31873046474,44.7325384926901,33.7866523761659,40.6927698142006,28.5788383248865,70.3955813868163,216.981408922935,96.6045908313729,1327.37734124875,162.488507752134,0.309072748228577,0.04907290916179,0.00780882057634024,0.04907290916179,1329.52081821256,68.15,31.85,1.59,36.06,1.8,18.03,1.81,4.0849,19.1725,0.808,0.3776,1.7913,0.0376,0.1795,477.3,4480.636884,7.550856231,5147.889503,926.6201105,11483.54156,1492.860403,2897.539841,405.6555777,201.9552017,24.2346242,29511.5462,5312.078316,4.280007535,0.299600527,7.193324268,3.884395105,39.15988603,5.482384044,62.26601894,5.603941705,7.060998051,0.166110574,21.73821403,3.478114245,227.4544094,4.549088188,60.0329846,3.00164923,9.227439886,0.098137776,2.660639192,0.035397346
"Bird Island","BI10","BI10.12",469,462.9,463.9,463.4,463.4,0.5,6429,6767,6573,6579,169,0.08959,0.0024,21096.2727272727,57828.2727272727,1.35545454545455,53,402.090909090909,257.090909090909,96.1818181818182,12265.9090909091,100.454545454545,204.090909090909,150.363636363636,22.1818181818182,153,791.363636363636,733.818181818182,33982.4545454545,5654.09090909091,6.00792348674562,1.79228407932412,0.166712956460366,-1.79228407932412,39636.5454545455,509.362756963854,3505.86831158585,0.0608873774051135,14.1138230115019,53.9026057727352,54.8260057736373,19.4464299130621,4493.61378969189,53.1231844609557,38.9087510605379,54.7252642337572,32.9842937830058,114.638562447372,133.155752956658,97.8966988021743,1933.01574559735,148.397071767238,0.250118585760304,0.0419215519547541,0.00703510241767687,0.0419215519547555,2045.18768643058,61.49,38.51,1.93,40.11,2.01,20.05,2.01,3.5448,16.7756,0.8094,0.507,2.4248,0.0454,0.2185,480.9,3299.466766,30.96016951,5505.035933,990.9064679,10269.18303,1334.993794,3795.356029,531.3498441,311.4480017,37.3737602,35173.56997,6331.242595,7.368448017,0.515791361,6.263265577,3.382163412,34.66157048,4.852619867,58.60550147,5.274495132,5.441478568,0.110837604,21.04953065,3.367924904,198.7277638,3.974555276,50.93045401,2.546522701,7.052044782,0.041003547,2.246205468,0.019015327
"Bird Island","BI10","BI10.12",477,473.1,474.2,473.6,473.6,0.55,6590,7104,6791,6809,257,0.02308,9e-04,21065.1666666667,59893.8333333333,1.43166666666667,40.3333333333333,310.166666666667,156.166666666667,59.25,15211.0833333333,130.416666666667,183.833333333333,149.666666666667,37,127.666666666667,868.75,744.416666666667,33467.75,5488.91666666667,6.09745183773582,1.80765569268421,0.164073704955427,-1.80765569268421,38956.6666666667,390.449585462552,2067.26282945846,0.108948138899648,15.5407577522832,48.8984724307478,31.0332177845064,25.0204461845253,2416.93865188376,67.6158377538245,28.0481188263486,50.5934478929532,56.6376039554833,46.8000259000187,202.461724777796,64.5184375808868,1204.07173789604,159.977531566344,0.131857418960176,0.0216948420179953,0.00357040127651692,0.0216948420179945,1334.97581410392,74.7,25.3,1.27,69.78,3.49,34.89,3.49,4.0849,19.6626,0.8082,0.2738,1.3315,0.0063,0.031,490.2,1867.157105,9.197573139,2516.983872,453.057097,6960.861032,904.9119342,1199.537678,167.9352749,60.6622639,7.279471668,33521.67785,6033.902013,21.80830378,1.526581265,10.48832859,5.663697439,46.69505839,6.537308175,136.0251037,12.24225933,7.513560787,0.135235689,10.73581104,1.717729766,111.667296,2.23334592,21.85695903,1.092847952,4.184776208,0.042481992,0.991208795,0.007184844
"Bird Island","BI10","BI10.12",480,476.9,478,477.5,477.5,0.55,6625,7506,6943,6978,441,0.02308,0.00148,22437.0833333333,59727.8333333333,1.30833333333333,21.1666666666667,262.25,103.166666666667,46,9028.25,67.0833333333333,210.75,301.583333333333,18.6666666666667,83,827.166666666667,837.75,38904.9166666667,5975.08333333333,6.51251556352867,1.8736355566273,0.153578193189394,-1.87363555662729,44880,444.65971838195,2933.2952872877,0.106756590883044,10.0619294492868,36.06843243311,33.2479208737064,23.5719401754791,3417.2215488078,23.6929538176661,37.4678650191188,43.3557343032003,21.0856837832227,51.1806071227623,89.195223407915,87.6264022063919,1038.66439223503,184.698013147424,0.0914439817153607,0.0140269782173121,0.00215201154074552,0.0140269782173125,1206.71047970016,75.92,24.08,1.2,68.85,3.44,34.43,3.44,4.8707,23.6106,0.8008,0.2539,1.2436,0.0059,0.0291,496.2,5218.223333,7.043425533,6175.999603,1111.679929,9855.628818,1281.231746,3509.410749,491.3175049,115.4337622,13.85205146,13189.89932,2374.181878,5.35222129,0.37465549,9.999536344,5.399749626,89.58971424,12.54255999,35.42302354,3.188072119,3.566731737,0.069025258,30.35980649,4.857569038,245.5928888,4.911857776,55.86097273,2.793048637,7.476387324,0.031961795,2.37928939,0.024414367
"Bird Island","BI10","BI10.13",519,491,492,491.5,491.5,0.5,6901,8101,7636,7600,600,0.02106,0.00168,21587.2727272727,62373.4545454545,1.33818181818182,17.2727272727273,305.909090909091,72.4545454545455,40.0909090909091,14940.0909090909,196,190.181818181818,224.545454545455,56.3636363636364,68.7272727272727,813.363636363636,709.818181818182,35579.7272727273,5895.09090909091,6.03513247835222,1.79735947083843,0.165775222059842,-1.79735947083843,41474.8181818182,809.700326158893,2389.07590350898,0.100381092026156,10.6685604379495,40.4164682906722,21.4679465080554,14.8354612025009,4174.15930348964,69.7509856561181,48.8176570142775,40.1207269035935,52.0543422343857,47.881292608055,92.5464993689904,126.05777896014,2148.9349497325,322.510605886211,0.138583384729896,0.022866377486058,0.003774207418895,0.0228663774860584,2449.34986550235,79.77,20.23,1.01,76.36,3.82,38.18,3.82,2.9089,15.2093,0.8896,0.4251,2.2441,0.009,0.048,535.8,5731.950298,32.12000598,790.4601626,142.2828293,7012.381581,911.6096055,307.9839209,43.11774893,64.82600414,7.779120497,19102.04921,3438.368858,14.81752131,1.037226492,14.68864067,7.931865962,78.63602567,11.00904359,94.75874646,8.528287181,4.2798937,0.044961711,3.470088908,0.555214225,131.8281488,2.636562976,7.181000574,0.359050029,4.406393906,0.009614021,0.594316804,0.008707315
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,495.3,0.5,6973,8151,7817,7780,589,0.02106,0.00162,21632,65648.6363636364,1.41363636363636,26.7272727272727,346.727272727273,109.090909090909,51,20218.4545454545,143.363636363636,174.545454545455,193.909090909091,34.2727272727273,46.3636363636364,826.363636363636,670.545454545455,34173,5605.90909090909,6.09310645382194,1.80652053499998,0.164327659169191,-1.80652053499998,39778.9090909091,837.274984697381,7001.60209198905,0.0731126155013931,14.3742193463917,46.9128786349567,52.9215542958718,22.4053565024081,8601.48369019713,69.4352543413974,27.8975398068132,47.9029321554632,31.9032628710322,50.2479307579381,147.348751421431,112.478765672783,1998.69952719262,169.846668819529,0.229970511667024,0.0373060387314976,0.00605834035666864,0.0373060387314983,2138.33853515038,76.89,23.11,1.16,69.32,3.47,34.66,3.47,3.9741,20.9234,0.8058,0.2422,1.2875,0.0051,0.0275,539.2,8552.630611,86.09986976,3163.380594,569.4085069,9040.006112,1175.200795,1347.461524,188.6446134,87.95481953,10.55457834,17067.4608,3072.142944,4.1377886,0.289645202,13.66412704,7.378628602,99.33071721,13.90630041,57.03901807,5.133511626,5.021044644,0.084295908,14.31278916,2.290046266,224.4453244,4.488906488,28.83560184,1.441780092,11.05154273,0.183321819,1.626818587,0.027086211
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,499.2,0.5,7038,8243,8028,7965,603,0.02597,0.00199,21969.2,75244.2,1.42,54.8,495.9,167.4,120.7,32461.8,273.2,210.2,375.8,169.1,88.2,1238.5,658.3,30715.8,5547,5.5384849477478,1.70992647545927,0.181211009456814,-1.70992647545927,36262.8,685.23374762842,5070.51574847723,0.096148034012373,24.8363532839353,91.0792695037314,78.4236358929288,60.4024466023981,6283.97099858928,51.0115455341022,32.70677809466,70.2452845392486,107.39175428723,42.4206448691096,274.818424903911,74.0315998596395,2061.69896498549,178.156610255634,0.345935585726395,0.0634997516390558,0.0116878752644485,0.0634997516390561,2134.40654255202,72.95,27.05,1.35,58.75,2.94,29.37,2.94,3.219,17.0301,1.1024,0.4089,2.1836,0.0106,0.0575,541.7,7419.560931,130.1713155,6266.517708,1127.973187,11396.20863,1481.507122,2883.518514,403.692592,169.8695081,20.38434097,32079.57549,5774.323588,10.38268079,0.726787655,13.11407391,7.081599911,78.85879013,11.04023062,47.08824283,4.237941855,6.288348336,0.156785698,25.23019472,4.036831155,262.4737246,5.249474492,49.62591564,2.481295782,10.71886514,0.095384019,2.562984296,0.028069395
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,504.5,0.6,7103,8320,8171,8096,608,0.04867,0.00372,22666.2,76962.9,1.376,37.9,555.3,91.7,67.6,31490.9,288.9,236,549.8,296.1,4.4,1130.4,631.5,33134.3,5557.3,5.96205532533205,1.78462991561894,0.167993663405533,-1.78462991561894,38691.6,787.843582896447,8299.09394586073,0.0962866091993643,19.3071661997991,77.0310904043873,39.4406727461217,15.8689074048033,9764.80708633475,100.240211492195,46.1519230368573,120.083119361364,48.64485812727,11.1175536877498,159.462430267028,77.4413756764862,1853.80695686831,198.224367825956,0.246634001545427,0.041983924587915,0.00715670734067303,0.0419839245879159,1991.46663988573,81.75,18.25,0.91,73.15,3.66,36.58,3.66,2.7224,14.494,0.722,0.1612,0.8663,0.0078,0.0428,545,8532.394848,27.06455729,1326.826528,238.828775,7680.69076,998.4897988,440.1427786,61.619989,77.40139067,9.28816688,40180.34818,7232.462672,32.08267707,2.245787395,54.67369247,29.52379393,273.7512725,38.32517815,160.9095737,14.48186163,6.723116051,0.083862022,4.409343496,0.705494959,198.8915063,3.977830126,8.837063052,0.441853153,2.529190132,0.009725697,0.669759257,0.001692966
