"Location","Site","Section","sample","top","bottom","mp","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","Water_Content_pc","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd"
"Kerguelen","KER3","CAT2.3B",55,68.3,69.4,68.9,68.9,0.5,1036.6,1970,1556,1538,467,0.03263,0.01017,73.08,26.92,1.35,31.01,1.55,17.93,1.55,4.8707,2.9102,1.2076,0.3251,0.2105,0.0106,0.0102,95.9,659.7177102,7.559484159,33527.2042,6034.896756,8158.141307,1060.55837,1828.049201,255.9268881,522.6884223,62.72261068,17287.12417,3111.682351,2.172456549,0.152071958,6.591575629,3.55945084,4.231129546,0.592358136,108.0616059,9.725544531,1.779482492,0.013884202,83.78057199,13.40489152,25.74171216,0.514834243,365.03667,18.2518335,7.738799504,0.148483428,9.136323596,0.246783766
"Kerguelen","KER3","CAT2.3B",56,69.5,70.7,70.1,70.1,0.6,1050.7,2020,1600,1577,485,0.02789,0.00881,86.85,13.15,0.66,87.5,4.38,50.58,4.38,5.2022,3.1577,1.0197,0.1341,0.0881,0.0037,0.0036,97.3,2364.806624,26.34555598,1775.555422,319.599976,9008.025253,1171.043283,927.5947566,129.8632659,41.27915274,4.953498329,5699.532307,1025.915815,9.289874448,0.650291211,29.04148441,15.68240158,5.702281494,0.798319409,74.84515086,6.736063577,3.3417994,0.017166708,3.510079214,0.561612674,89.95098118,1.799019624,128.8325087,6.441625435,1.367059521,0.020458967,3.721633933,0.107555557
"Kerguelen","KER3","CAT2.3B",57,70.9,72,71.5,71.5,0.6,1143.5,2043,1639,1624,450,0.03191,0.00909,87.62,12.38,0.62,90.91,4.55,52.55,4.55,5.0921,3.1444,0.9858,0.122,0.0815,0.0039,0.0037,95.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3B",58,72.2,73.3,72.7,72.7,0.6,1221.2,2063,1673,1665,421,0.02889,0.00753,88.44,11.56,0.58,90.83,4.54,52.5,4.54,5.0921,3.1953,1.0237,0.1184,0.0802,0.0034,0.0032,93.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3B",59,73.4,74.5,74,74,0.5,1282.5,2085,1713,1708,401,0.03067,0.00743,88.37,11.63,0.58,91.6,4.58,52.95,4.58,4.2749,2.7124,1.2366,0.1438,0.0984,0.0044,0.0041,92.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3B",60,74.7,75.8,75.2,75.2,0.5,1335.7,2102,1755,1749,383,0.02889,0.00654,87.44,12.56,0.63,90.98,4.55,52.59,4.55,4.8707,3.1538,1.1126,0.1397,0.0974,0.004,0.0037,92.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3B",61,75.9,77.1,76.5,76.5,0.6,1396.3,2127,1802,1792,365,0.03005,0.00635,85.24,14.76,0.74,90.16,4.51,52.12,4.51,4.3693,2.8575,0.9887,0.146,0.1028,0.0044,0.004,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3B",62,77.2,78.2,77.7,77.7,0.5,1444.7,2143,1847,1833,349,0.02943,0.0058,85.31,14.69,0.73,90.84,4.54,52.51,4.54,3.6287,2.4058,1.3137,0.1929,0.1376,0.0057,0.0052,91,1170.280402,28.69538276,1616.540504,290.9772907,9066.503042,1178.645395,1011.744965,141.6442951,33.03452813,3.964143376,8290.436014,1492.278483,6.308413318,0.441588932,8.399597711,4.535782764,3.550825248,0.497115535,18.47659493,1.662893544,2.039081586,0.029290091,2.572375363,0.411580058,90.16944152,1.80338883,25.49660435,1.274830218,0.473611704,0.013890805,0.539774728,0.014379294
"Kerguelen","KER3","CAT2.3B",63,78.3,79.4,78.9,78.9,0.5,1488.3,2176,1894,1873,344,0.03042,0.00579,85.39,14.61,0.73,91.72,4.59,53.02,4.59,4.0849,2.7512,1.0799,0.1577,0.1141,0.0048,0.0044,91.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3B",64,79.6,80.7,80.1,80.1,0.5,1535,2222,1937,1914,344,0.02573,0.0048,86.7,13.3,0.67,94.44,4.72,54.59,4.72,4.3715,2.9945,1.1322,0.1506,0.1107,0.0039,0.0036,92.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3B",65,80.8,81.9,81.4,81.4,0.5,1650.3,2235,1976,1962,292,0.02787,0.00434,94.3,5.7,0.29,93.02,4.65,53.77,4.65,4.5679,3.1793,1.1621,0.0663,0.0494,0.0018,0.0017,90.2,1162.848501,37.18547363,1287.60712,231.7692816,10908.71895,1418.133464,577.1550241,80.80170337,32.69465354,3.923358425,4160.753842,748.9356916,4.559558768,0.319169114,7.195932222,3.8858034,4.361117146,0.6105564,13.02478337,1.172230503,2.738470285,0.039829385,1.737402116,0.277984339,123.0745887,2.461491774,23.82046817,1.191023409,0.459696418,0.014663766,0.526609236,0.019235906
"Kerguelen","KER3","CAT2.3B",66,82.1,83.2,82.6,82.6,0.5,1760.5,2249,2007,2006,244,0.02787,0.00358,87.99,12.01,0.6,92.68,4.63,53.57,4.64,4.5679,3.2249,1.0018,0.1204,0.091,0.0034,0.003,88.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3B",67,83.3,84.4,83.8,83.8,0.5,1866.1,2262,2040,2050,198,0.02573,0.00265,85.24,14.76,0.74,88.98,4.45,51.44,4.45,4.1793,2.984,1.0636,0.157,0.12,0.004,0.0035,86.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3B",68,84.5,85.6,85.1,85.1,0.5,1966.2,2277,2075,2098,156,0.02787,0.00225,84.81,15.19,0.76,91.25,4.56,52.75,4.56,3.9915,2.8859,0.9368,0.1423,0.11,0.004,0.0034,85.4,1196.58016,7.271250077,1236.883197,222.6389755,9373.127177,1218.506533,952.6036137,133.3645059,32.37937778,3.885525334,2308.505037,415.5309067,1.84420973,0.129094681,5.8254102,3.145721508,3.650559565,0.511078339,8.90748345,0.801673511,1.850621443,0.022074336,2.185976834,0.349756293,105.1299282,2.102598564,27.19994924,1.359997462,0.461314502,0.014842933,0.659903412,0.023980197
"Kerguelen","KER3","CAT2.3B",69,85.8,86.9,86.3,86.3,0.5,2023.3,2312,2115,2143,144,0.02675,0.00197,84.99,15.01,0.75,91.67,4.58,52.99,4.58,3.6289,2.6527,1.0247,0.1538,0.1201,0.0041,0.0035,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3B",70,87,88,87.5,87.5,0.5,2044.8,2392,2160,2187,174,0.0266,0.00226,87.57,12.43,0.62,94.4,4.72,54.57,4.72,3.9741,2.9607,1.0122,0.1258,0.1,0.0033,0.0029,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",77,88,89,88.5,88.5,0.5,2060.5,2463,2199,2224,201,0.02774,0.00267,86.58,13.42,0.67,95.45,4.77,55.18,4.77,3.299,2.6755,1.2681,0.1701,0.1465,0.0047,0.0045,95.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",78,89.2,90.2,89.7,89.7,0.5,2073.1,2567,2249,2268,247,0.01466,0.00168,85.45,14.55,0.73,92.59,4.63,53.52,4.63,3.4619,2.8456,1.2468,0.1814,0.1582,0.0027,0.0026,98.6,1171.333191,32.24376756,1349.077299,242.8339138,9886.937315,1285.301851,1037.181165,145.2053631,34.06839062,4.088206874,2944.227671,529.9609808,3.39219619,0.237453733,6.099251399,3.293595755,5.365034951,0.751104893,9.240124767,0.831611229,1.784192243,0.025307329,2.353416213,0.376546594,111.2389984,2.224779968,28.03668733,1.401834367,0.45962991,0.010927318,0.698433639,0.023910205
"Kerguelen","KER3","CAT2.3C",79,90.4,91.4,90.9,90.9,0.5,2122.4,2660,2341,2352,269,0.01217,0.00146,86.71,13.29,0.66,93.88,4.69,54.26,4.69,3.4619,2.8803,1.2864,0.171,0.1508,0.0021,0.0021,100.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",80,91.7,92.8,92.2,92.2,0.5,2159.9,2839,2449,2458,339,0.01174,0.00169,87.59,12.41,0.62,91.53,4.58,52.9,4.58,3.9915,3.3649,1.2049,0.1496,0.1336,0.0018,0.0018,103.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",81,93,94.1,93.6,93.6,0.5,2187.8,3118,2540,2571,465,0.01264,0.00236,88.73,11.27,0.56,92.67,4.63,53.56,4.63,3.9915,3.4048,1.2378,0.1395,0.1259,0.0018,0.0019,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",82,94.3,95.4,94.9,94.9,0.5,2215.1,3401,2627,2676,593,0.01264,0.00287,88.26,11.74,0.59,94.21,4.71,54.46,4.71,4.1793,3.6109,1.201,0.141,0.1289,0.0018,0.002,114.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",83,95.7,96.8,96.2,96.2,0.5,2237.6,3671,2712,2781,717,0.01241,0.00327,88.07,11.93,0.6,95.17,4.76,55.01,4.76,3.808,3.3206,1.1722,0.1399,0.1289,0.0017,0.0021,118.5,1085.136475,29.10840515,1255.647618,226.0165712,10946.62033,1423.060643,583.3137913,81.66393078,32.56708798,3.908050558,5323.150885,958.1671593,4.562528403,0.319376988,8.079913573,4.363153329,5.664348023,0.793008723,15.43833055,1.38944975,2.743161641,0.030267381,1.352744031,0.216439045,133.8523408,2.677046816,21.02405945,1.051202973,0.400925238,0.006127251,0.476272182,0.017668535
"Kerguelen","KER3","CAT2.3C",84,97,98,97.5,97.5,0.5,2257.6,3944,2794,2887,843,0.01193,0.00355,88.16,11.84,0.59,95.45,4.77,55.18,4.77,3.8992,3.445,1.2493,0.1479,0.1381,0.0018,0.0022,123.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",85,98.3,99.3,98.8,98.8,0.5,2278,4197,2880,2992,960,0.01161,0.00378,87.59,12.41,0.62,95.19,4.76,55.02,4.76,3.299,2.9394,1.4378,0.1784,0.1679,0.0021,0.0026,126.7,1076.893454,37.10960226,1448.382036,260.7087665,11092.71634,1442.053124,1077.5868,150.862152,38.34074029,4.600888835,8013.424384,1442.416389,3.856589078,0.269961235,7.426131353,4.010110931,5.281383866,0.739393741,12.52057742,1.126851968,2.905253612,0.068698735,2.218682082,0.354989133,134.8474469,2.696948938,27.13714506,1.356857253,0.507966705,0.014135644,0.612105266,0.023897398
"Kerguelen","KER3","CAT2.3C",86,99.5,100.6,100.1,100.1,0.5,2306.5,4461,2973,3102,1077,0.0078,0.00275,87.53,12.47,0.62,93.85,4.69,54.25,4.69,4.2749,3.8666,1.224,0.1527,0.1457,0.0012,0.0016,130.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",87,100.8,101.9,101.4,101.4,0.5,2441.6,4571,3156,3273,1064,0.0078,0.00258,87.26,12.74,0.64,92.81,4.64,53.64,4.64,3.6289,3.3059,1.2745,0.1624,0.1561,0.0013,0.0016,129.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",88,102.2,103.3,102.7,102.7,0.5,2513.2,4678,3380,3444,1082,0.00737,0.00236,86.93,13.07,0.65,95.8,4.79,55.37,4.79,4.5679,4.2299,1.1924,0.1558,0.1521,0.0011,0.0015,129.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",89,103.5,104.7,104.1,104.1,0.6,2552.8,4766,3631,3627,1107,0.00765,0.00238,88.39,11.61,0.58,96.43,4.82,55.74,4.82,4.7755,4.4699,1.0887,0.1264,0.1246,0.001,0.0013,129.7,1428.382094,36.74993546,1497.257302,269.5063144,10339.94536,1344.192897,788.19654,110.3475156,34.08187302,4.089824762,6526.147644,1174.706576,3.291192016,0.230383441,6.698435927,3.617155401,6.171535738,0.864015003,319.6209724,28.76588752,3.030830155,0.056792516,2.192335728,0.350773716,116.7067894,2.334135788,25.82706213,1.291353107,0.83714262,0.006474412,0.713380818,0.013195954
"Kerguelen","KER3","CAT2.3C",90,104.9,105.9,105.4,105.4,0.5,2595.9,4826,3856,3798,1115,0.0075,0.00224,85.48,14.52,0.73,94.29,4.71,54.5,4.72,3.4619,3.2611,1.3136,0.1908,0.1892,0.0014,0.0018,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",91,106.1,107.2,106.7,106.7,0.5,2639.8,4920,4030,3969,1140,0.00809,0.00237,85.37,14.63,0.73,94.83,4.74,54.81,4.74,4.0849,3.8949,1.3941,0.204,0.2047,0.0016,0.0021,129.6,1435.084336,23.97007509,1476.40484,265.7528712,9977.828112,1297.117655,1181.094722,165.3532611,43.07396664,5.168875997,2614.362638,470.5852748,1.312310319,0.091861722,6.116139247,3.302715193,5.342532785,0.74795459,10.57375526,0.951637973,2.284641319,0.031665207,3.100416737,0.496066678,116.4661719,2.329323438,29.63852974,1.481926487,0.533321837,0.014712023,0.755408926,0.027677202
"Kerguelen","KER3","CAT2.3C",92,107.4,108.6,108,108,0.6,2684.7,5201,4181,4139,1258,0.00724,0.00224,84.86,15.14,0.76,94.77,4.74,54.78,4.74,3.768,3.6173,1.1593,0.1755,0.1772,0.0013,0.0017,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",93,108.9,109.9,109.4,109.4,0.5,2720.1,5540,4352,4323,1410,0.01005,0.00332,85.53,14.47,0.72,97.14,4.86,56.15,4.86,3.4619,3.3649,1.4817,0.2145,0.2192,0.0022,0.0029,135.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",94,110.1,111.2,110.7,110.7,0.5,2770.2,5707,4451,4451,1468,0.01474,0.00494,86.1,13.9,0.69,92.36,4.62,53.39,4.62,4.1793,4.1125,1.1984,0.1666,0.1722,0.0025,0.0034,136.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",95,111.4,112.5,112,112,0.5,2835.9,5729,4544,4541,1447,0.01474,0.00477,84.65,15.35,0.77,95.04,4.75,54.94,4.75,3.6289,3.5962,1.3624,0.2091,0.2177,0.0031,0.0042,136.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",96,112.8,113.9,113.3,113.3,0.5,2900.5,5756,4674,4631,1428,0.01477,0.00462,83.51,16.49,0.82,93.18,4.66,53.86,4.66,3.454,3.454,1.1883,0.196,0.2058,0.0029,0.0039,136.3,1424.548108,45.07358153,1832.481065,329.8465917,10347.70994,1345.202292,1033.481684,144.6874358,44.78488634,5.374186361,1688.980811,304.016546,0.758966661,0.053127666,3.994200434,2.156868234,4.933715765,0.690720207,12.60844943,1.134760449,1.836418496,0.030217989,3.23903741,0.518245986,111.5989159,2.231978318,39.55317102,1.977658551,0.513127812,0.004819456,0.930227601,0.014390921
"Kerguelen","KER3","CAT2.3C",97,114.1,115,114.5,114.5,0.5,2962.2,5782,4797,4714,1410,0.01417,0.00429,84.79,15.21,0.76,96.12,4.81,55.56,4.81,2.6865,2.7106,1.4807,0.2252,0.2385,0.0032,0.0043,136.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",98,115.2,116.2,115.7,115.7,0.5,3022.7,5808,4909,4798,1393,0.01363,0.00402,84.45,15.55,0.78,96.95,4.85,56.04,4.85,3.14,3.2028,1.4188,0.2206,0.2361,0.003,0.0041,136.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",99,116.5,117.5,117,117,0.5,3092.5,5848,5031,4888,1378,0.01477,0.00423,83.9,16.1,0.8,95,4.75,54.91,4.75,3.9741,4.1132,1.2375,0.1992,0.2162,0.0029,0.004,137.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",100,117.7,118.7,118.2,118.2,0.5,3156.4,5894,5136,4971,1369,0.01477,0.00413,82.9,17.1,0.86,96.43,4.82,55.74,4.82,3.062,3.1829,1.2812,0.2191,0.2387,0.0032,0.0044,136.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",101,118.9,119.9,119.4,119.4,0.5,3221.3,5949,5218,5055,1364,0.01215,0.00333,83.24,16.76,0.84,99.11,4.96,57.29,4.96,3.3799,3.554,1.3786,0.2311,0.2545,0.0028,0.0039,137.6,1287.837858,25.6976512,1088.069624,195.8525323,9801.974577,1274.256695,594.3690449,83.21166629,33.56124216,4.027349059,894.52222,161.0139996,0.504960312,0.035347222,5.249820697,2.834903176,3.65700923,0.511981292,7.807563922,0.702680753,1.902143589,0.012974229,1.576869911,0.252299186,113.2452164,2.264904328,28.80809979,1.44040499,0.390027202,0.003452563,0.673961361,0.020205782
"Kerguelen","KER3","CAT2.3C",102,120.1,121.2,120.7,120.7,0.5,3450,5992,5306,5160,1271,0.01081,0.00271,83.62,16.38,0.82,97.83,4.89,56.55,4.89,3.9915,4.243,1.2362,0.2025,0.2254,0.0022,0.003,136.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3C",103,121.5,122.5,122,122,0.5,3817.1,6004,5402,5279,1093,0.0111,0.00234,82.62,17.38,0.87,94.89,4.74,54.85,4.75,3.4619,3.7111,1.3376,0.2325,0.2609,0.0026,0.0034,133.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3D",110,122.4,123.5,123,123,0.5,4101.1,6012,5480,5370,955,0.01072,0.00195,85.29,14.71,0.74,93.33,4.67,53.95,4.67,3.808,4.3488,1.0091,0.1484,0.1769,0.0016,0.0022,137.4,1316.465646,20.65789303,1139.245415,205.0641747,8923.834015,1160.098422,701.3821602,98.19350243,32.52542874,3.903051449,982.6222745,176.8720094,0.554631219,0.038824185,5.484723099,2.961750473,3.437053635,0.481187509,7.549441951,0.679449776,1.722667287,0.001760402,1.773412408,0.283745985,94.94394762,1.898878952,36.29405638,1.814702819,0.427069152,0.012176258,0.883024862,0.023572932
"Kerguelen","KER3","CAT2.3D",111,123.8,124.8,124.3,124.3,0.5,4466.8,6024,5575,5488,779,0.01161,0.00169,84.37,15.63,0.78,91.06,4.55,52.63,4.55,3.7135,4.2836,1.1298,0.1766,0.2126,0.0021,0.0028,134.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3D",112,125,126.1,125.5,125.5,0.5,4807.5,6040,5661,5597,616,0.01074,0.00123,85.55,14.45,0.72,93.4,4.67,53.99,4.67,4.3715,5.0928,1.0042,0.1451,0.1763,0.0016,0.0021,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3D",113,126.3,127.5,126.9,126.9,0.6,5185,6059,5764,5725,437,0.01114,9e-04,86.63,13.37,0.67,95.87,4.79,55.41,4.79,4.3544,5.1077,1.0536,0.1408,0.1722,0.0016,0.002,130.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3D",114,127.7,128.7,128.2,128.2,0.5,5523.2,6087,5858,5843,282,0.01051,0.00055,87.12,12.88,0.64,94.85,4.74,54.83,4.74,3.8862,4.6033,1.1789,0.1518,0.1874,0.0016,0.0021,128.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3D",115,128.9,130,129.5,129.5,0.5,5784.4,6131,5964,5962,173,0.01252,0.00041,85.77,14.23,0.71,96.36,4.82,55.7,4.82,4.1728,4.9865,1.1578,0.1648,0.2051,0.0021,0.0026,127.8,1197.90472,16.45438711,1052.078106,189.3740591,11078.42102,1440.194733,551.7054476,77.23876266,33.53908928,4.024690714,1026.542813,184.7777063,0.666713024,0.046669912,5.862772125,3.165896948,3.952744681,0.553384255,16.14366288,1.452929659,2.211279389,0.012283287,1.262753928,0.202040628,153.9080871,3.078161742,22.10224896,1.105112448,0.404893378,0.010514246,0.500827215,0.019419502
"Kerguelen","KER3","CAT2.3D",116,130.2,131.2,130.7,130.7,0.5,5919.5,6212,6060,6061,146,0.01321,0.00037,86.38,13.62,0.68,95.61,4.78,55.27,4.78,4.1527,5.0081,0.9981,0.1359,0.1707,0.0018,0.0023,128.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerguelen","KER3","CAT2.3D",117,131.4,132.4,131.9,131.9,0.5,5997.2,6323,6153,6154,163,0.01244,0.00038,87.14,12.86,0.64,96.52,4.83,55.79,4.83,3.5448,4.298,1.1308,0.1454,0.1836,0.0018,0.0023,129.3,1810.251522,27.41151606,1369.881307,246.5786353,13215.71252,1718.042628,666.0439538,93.24615353,45.7392364,5.488708368,940.0408553,169.207354,0.937152005,0.06560064,8.142351223,4.39686966,7.175522048,1.004573087,10.41672528,0.937505275,2.863415222,0.034732688,1.508044061,0.24128705,203.7536927,4.075073854,26.33105145,1.316552573,0.505665148,0.012760259,0.590654541,0.013513193
"Kerguelen","KER3","CAT2.3D",118,132.6,133.7,133.2,133.2,0.5,6038.1,6491,6249,6254,227,0.01375,0.00055,86.88,13.12,0.66,97.3,4.86,56.24,4.87,4.3603,5.3457,1.2271,0.1611,0.2055,0.0022,0.0029,131.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
